basin,station_name,cluster,cluster_label,NSE,KGE,Pearson-r,RMSE,Peak-MAPE,Alpha-NSE,Beta-KGE,Beta-NSE,FHV,FLV,FMS,MAPE,MSE,Missed-Peaks,Peak-Timing,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,geol_1st_class,glim_1st_class_frac,geol_2nd_class,glim_2nd_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,q_mean,runoff_ratio,slope_fdc,baseflow_index,stream_elas,q5,q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,hfd_mean,huc_02,gauge_name,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,water_frac,organic_frac,other_frac,gauge_lat,gauge_lon,elev_mean,slope_mean,area_gages2,area_geospa_fabric,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,dom_land_cover_frac,dom_land_cover,root_depth_50,root_depth_99
06470800,,1,Cluster 1,0.3166262924671173,0.08717940063903987,0.7529065072536468,0.7077808498669618,70.54005839607933,0.27799251973628997,0.4993297666311264,-0.15677722096443175,-73.16546857357025,-120.04971118284448,-56.77684577559229,1235.8618927001953,0.5010265976190567,0.6344827586206897,1.1363636363636362,1.55759890485969,2.10519089664613,0.824561369384648,0.14718946482151,1.35156161838453,24.95,1.39385474860335,jja,296.7,7.35315985130112,djf,Unconsolidated sediments,0.999914640153554,Siliciclastic sedimentary rocks,8.53598464455635e-05,0.0,0.1641,-13.6636,0.0552631421487422,0.0354797001823268,0.685094064521696,0.365344763041521,4.6139833412337,0.0,0.242113083096675,88.5,26.4179104477612,232.65,69.4477611940299,0.0655715263518138,222.65,10,"BEAR CREEK NR OAKES, ND",49.8586326767092,1.50000001490116,0.436004881496946,1.67494603235672,0.643548418611181,43.7397862265911,37.5761839395278,18.2928396800534,0.0,0.0,0.267327400729136,46.22524,-98.07177,423.26,3.54676,1071.14,995.65,0.0061,2.20687526085596,2.0096650531317,0.700221525102677,0.558942578630896,0.999999999999873,    Croplands,0.179999999999977,1.49999999999981
08194200,,3,Cluster 3,0.3276751160621643,0.3637989881404146,0.5736693918704987,0.23906797215996312,67.76786994934082,0.5716954052448273,1.141441321372986,0.016429931111633777,-34.19485628604889,-522679560546.875,-25.250056305062326,12318.980102539062,0.05717363581061363,0.5355555555555556,0.8466666666666667,1.39721560574949,3.61926525667351,0.435173445212812,0.0005535601264272,2.59034127716609,23.65,1.5015873015873,jja,322.5,13.9008620689655,djf,Unconsolidated sediments,0.986886616497362,Siliciclastic sedimentary rocks,0.0105866891086962,0.0,0.2195,-13.0266,0.0722988385329525,0.0517449406057631,0.0008401312139356,0.0427754759916959,1.52342928255238,0.0,0.119865324373508,132.95,19.4087591240876,323.0,49.6923076923077,0.636002737850787,287.75,12,"San Casimiro Ck nr Freer, TX",7.77239709443099,1.50000001490116,0.441936287906864,0.790437583632644,0.679159943745736,31.6821000321593,20.6359707836666,46.7212275557348,0.0,0.0,0.850695644783891,27.96501,-98.96697,161.27,5.02405,1220.58,1233.44,0.0008,1.0783347797166,0.661138004153719,0.446835555206807,0.175884842777964,0.912347106685082,    Grasslands,0.125259173598886,1.49999999999992
06339100,,3,Cluster 3,0.3541527628898621,0.28545793182872414,0.6376463592052459,0.32581589039729586,66.52754545211792,0.4113859862089157,0.8239389777183532,-0.02415020000189543,-47.61806309223175,-37.4230141725307,-32.76384205667709,656.9491100311279,0.1061612218618393,0.5575,0.54,1.15557973990418,2.11859582477755,0.838254396394264,0.160349274004295,1.83336186298423,24.3,1.5,jja,297.4,7.59642401021711,djf,Unconsolidated sediments,0.989231231686401,Siliciclastic sedimentary rocks,0.0107687683135985,0.0,0.2197,-13.0237,0.05160077536527,0.0446535825987646,0.328551338216525,0.163825023031245,2.62417954007832,0.0,0.12483943706735,36.35,8.75903614457831,261.3,40.828125,0.0603696098562628,189.1,10,"KNIFE RIVER AT MANNING, ND",1.14331550802139,1.48508303519387,0.450928931083231,0.874518442329878,0.448823836916054,19.4365340034351,25.710970158807,20.1074544706821,0.0,0.0,34.8245781534704,47.23613,-102.76991,759.27,10.76088,529.14,529.56,0.0,1.29832472269071,1.09585116617032,0.507897670000256,0.362451735094875,0.87621628835117,    Grasslands,0.127427022698913,1.49999999999986
06447500,,3,Cluster 3,0.37178332805633546,0.2923099362660064,0.6881789267063141,0.10884964752689655,74.44284915924072,0.4116065323352814,0.7622986435890198,-0.15719568505883216,-54.96465623378754,18.98814621113196,-29.759564808526374,29.45929855108261,0.011854881420731544,0.8046511627906977,1.6166666666666667,1.43718138261465,2.41581880903491,0.678962210187896,0.155649176414783,1.68094218186979,25.25,1.41456582633053,jja,292.45,7.17668711656442,djf,Siliciclastic sedimentary rocks,0.576928127359036,Unconsolidated sediments,0.423071872640964,0.0,0.1975,-14.3476,0.0720826173285817,0.0501555462661523,1.24426672806753,0.666651652899674,1.1683796402366,0.0192385055177982,0.192385055177982,2.35,2.61111111111111,5.7,10.3636363636364,0.0,186.75,10,LITTLE WHITE R NEAR MARTIN SD,36.6280864197531,1.50000001490117,0.427411802961246,1.70890018734499,0.489662779965772,43.1825948067927,21.4072721515742,8.61826390860086,0.0,0.0,26.7754760971882,43.16667,-101.63015,1040.9,6.49678,826.61,793.15,0.0,0.991240632188275,0.780478431999544,0.42320319612226,0.256293270237688,0.999999999999888,    Grasslands,0.119999999999987,1.49999999999983
05120500,,1,Cluster 1,0.37390356659889223,0.11482142855967319,0.812291818857193,0.22317274947224863,78.01672518253326,0.31265579760074613,0.475404092669487,-0.19007684290409088,-68.74947190284729,-53.45054776101124,-52.481247692109626,501.5353798866272,0.04982764758169651,0.7518518518518518,1.925,1.31184394250513,2.03884728268309,0.80189939400823,0.19176626992326,1.55418431767856,24.3,1.36901408450704,jja,304.15,8.15415549597855,djf,Unconsolidated sediments,0.998402639784881,Water bodies,0.0015973602151192,0.0,0.1598,-13.7671,0.0404083064296815,0.0308026779103898,0.716965078563108,0.46585935096469,3.95314652933477,0.0,0.200609374922302,57.2,26.6046511627907,211.0,50.2380952380952,0.0551676933607118,218.6,9,"WINTERING RIVER NR KARLSRUHE, ND",42.1545845746442,1.50000001490117,0.432560788162248,1.56237743137358,0.637739483616897,44.9670951137737,33.0809591820175,19.7012979746895,0.0,0.0,2.25470220211064,48.13834,-100.53986,515.77,5.85036,1509.83,1509.83,0.0019,1.82325472381611,1.61173030659595,0.622140438909572,0.469873901675634,0.999999999999897,    Croplands,0.179999999999981,1.49999999999985
08165300,,3,Cluster 3,0.37597825527191164,0.6541955768581593,0.7237423598766327,0.6229704217900013,68.98213068644205,1.1019096314907073,0.8264759004116058,-0.046416130661964414,2.895627599209547,-630.045929805368,33.82516349107816,39.790286123752594,0.38885445296764376,0.3,0.3333333333333333,2.22887611225188,3.34547336071184,0.306120852849834,0.0056160383836324,1.50096873591231,25.55,1.36266666666667,jja,308.15,9.29562594268477,djf,Carbonate sedimentary rocks,1.0,,0.0,1.0,0.06,-11.8,0.201994256530278,0.090626058316987,0.841839193571294,0.706219456951051,1.6804110999247,0.072950026588074,0.336692430406496,1.85,1.60869565217391,0.35,3.5,0.0,166.25,12,"N Fk Guadalupe Rv nr Hunt, TX",1.18481848184818,0.776955585414427,0.452610340207091,0.57119848883192,0.146370276167523,9.47099936794012,9.7982583133669,21.5913878008132,0.0,0.0,59.1393545178795,30.0641,-99.38699,669.21,10.29971,435.99,439.98,0.1466,1.19440794786881,0.646378834889658,0.480704369008316,0.141313782500059,0.597384402946831,    Grasslands,0.137337200337247,1.66680347126912
06879650,,1,Cluster 1,0.37841413021087644,0.3873490928045312,0.6179411828517913,2.76105069917408,64.49828624725342,0.5873323798179626,0.7575926899909973,-0.04764683321118355,-38.39548110961914,-1064104316406.25,-87.5732873428224,297.45243310928345,7.62389178276062,0.4928571428571429,0.425,2.62374674880219,2.64428878850103,0.666392527909886,0.0672497335190048,1.00782927685693,23.25,1.22691292875989,jja,279.35,5.56474103585657,djf,Carbonate sedimentary rocks,0.587737799498278,Mixed sedimentary rocks,0.412262200501722,0.587737799498278,0.0847,-13.7376,0.476242834203878,0.181512500938322,0.860738212349949,0.326265329612216,2.45130427917247,0.0,1.67923082622376,172.8,90.9473684210526,232.35,82.9821428571429,0.526899383983573,224.5,10,"KINGS C NR MANHATTAN, KS",1.0,0.9253117785673,0.474181699975882,0.458563856972817,0.450149653801711,10.5836198542313,46.6165823509647,42.6744860300247,0.0,0.0,0.0,39.10195,-96.59521,402.0,11.67178,11.51,12.51,0.0311,2.34911578492211,2.07593821360133,0.698437934288608,0.517456713870101,0.999999999999716,    Grasslands,0.119999999999966,1.49999999999957
03049800,,2,Cluster 2,0.39755718111991883,0.6962305424764169,0.6978004217147827,1.3384616173238058,73.16095568917015,0.995957100391388,1.0192987084388734,0.01112899580039084,0.29044599970802665,-117.36421850224724,-8.856973356808364,88.31633448600769,1.7918680548667907,0.28771929824561404,0.11363636363636362,3.02702395619439,2.43280097193703,0.128476117724567,0.116341909362209,0.803693993553846,18.65,1.1441717791411,jja,222.35,3.39206712433257,jja,Siliciclastic sedimentary rocks,1.0,,0.0,0.0,0.1451,-16.0333,1.07702479012463,0.355803193404084,1.75674161698867,0.42466958925213,2.12587161657949,0.0427205938107917,3.77912945249311,15.7,1.85798816568047,117.75,8.03754266211604,0.0,165.1,5,"Little Pine Creek near Etna, PA",1.0,0.800000011920929,0.459094867728757,1.03923365604999,0.359572903414442,27.2736827016418,53.1891466229478,19.3959536078694,0.0,0.0,0.0,40.52035,-79.93811,296.6,21.30523,14.89,16.0,0.2546,4.79489764979105,4.20785120564543,0.864868499264487,0.467993491184616,0.560304592912884,    Deciduous Broadleaf Forest,0.185603045929129,1.78015229645644
05057200,,1,Cluster 1,0.40769281387329104,0.2548067182133213,0.7103288412094116,0.36687662646325114,73.66143782933554,0.4229519098997116,0.6290222108364105,-0.11769480928778649,-62.18935489654541,-26.13694758678907,-35.364965023855355,384.60989236831665,0.13463461250066758,0.5923076923076923,1.2416666666666667,1.45177960301164,2.03825073237509,0.916413868842179,0.141789208175196,1.40396705405342,24.85,1.44057971014493,jja,296.85,7.40274314214464,djf,Unconsolidated sediments,0.998473905116043,Water bodies,0.0015260948839568,0.0,0.1707,-13.5073,0.0630878881278403,0.043455554821798,0.790821924955169,0.393806328952924,3.01154187266678,0.0006060571995424,0.241133396413711,43.4,17.0196078431373,200.35,45.0224719101124,0.0216290212183436,207.95,9,"BALDHILL CREEK NR DAZEY, ND",48.8357251908397,1.50000001490115,0.435048165374018,1.71366620690078,0.610203039539412,42.2770144806095,36.2352750295391,16.4999645125829,0.0,0.0,4.96563975892276,47.22916,-98.12482,447.5,2.33897,1897.33,1900.4,0.0165,2.06940655556139,1.87929381514654,0.674540246084416,0.544824415991078,0.99999999999988,    Croplands,0.179999999999978,1.49999999999982
06409000,,5,Cluster 5,0.4166328966617584,0.5401520703199147,0.7189982771873474,0.10032193981343729,36.851128169468474,0.6903773546218872,0.8126068770885467,-0.3098925620317459,-15.645553097128868,46.553733225562596,-47.032210228429896,25.081712305545807,0.010086196288466454,0.5470588235294118,0.55,1.73344284736482,2.60291745379877,0.561712233684554,0.343337176611808,1.50158827431532,22.85,1.43710691823899,jja,270.4,5.84017278617711,djf,Carbonate sedimentary rocks,0.764987788852965,Siliciclastic sedimentary rocks,0.160183658516796,0.764987788852965,0.0789,-12.5115,0.181760958933304,0.104855466801007,1.29123424290394,0.866767566993664,1.32429016871662,0.0738750712628577,0.393206024463597,0.2,1.33333333333333,0.1,1.0,0.0,205.0,10,CASTLE CR ABOVE DEERFIELD RES NEAR HILL CITY SD,0.968481375358166,1.50000001490116,0.452628378236915,0.958681910025002,0.650476378863084,27.1203881448798,39.5949317242983,27.2049087938995,0.0,0.0,5.97031928449782,44.01359,-103.83048,1960.28,31.3792,205.33,209.41,0.7952,2.39505712829344,1.57870065935215,0.690628900462691,0.231701221510647,0.825549192974724,    Evergreen Needleleaf Forest,0.174104175782536,1.77800334276485
08082700,,3,Cluster 3,0.4222142219543457,0.4289419469523742,0.6581798255443573,0.5006706045727859,71.02113151550293,0.5611617892980576,1.0644826412200927,0.006611980100205983,-37.2857129573822,-811374254150.3906,-82.19625505266046,5061.18049621582,0.2507112309336662,0.32857142857142857,0.8700000000000001,1.82721013004791,3.65184058863792,0.377580941830862,0.0128021384845558,1.99858819113605,26.45,1.41066666666667,jja,313.0,10.1788617886179,djf,Siliciclastic sedimentary rocks,0.682641528521047,Unconsolidated sediments,0.317358471478953,0.0,0.208,-14.2036,0.070745008449758,0.0387175001311442,0.0,0.0422252899218705,3.28187579624491,0.0,0.0840223741914304,102.75,14.0753424657534,326.8,45.7062937062937,0.718685831622177,241.5,12,"Millers Ck nr Munday, TX",4.89141414141414,1.50000001490116,0.450462548038311,0.61918301718338,0.703672901627035,25.2862707649477,24.8313977222486,50.3539120958467,0.0,0.0,0.0,33.32927,-99.46508,453.85,4.04181,276.04,276.84,0.0,0.839001609959874,0.47990030236406,0.38033921271764,0.121724044791997,0.987885412837265,    Grasslands,0.120726875229736,1.49999999999976
07299670,,3,Cluster 3,0.4379321843385696,0.6004732700834994,0.8073304116725921,0.6607594173211302,61.77569996226917,1.2643885016441345,0.7778794884681701,-0.03530393373221159,-8.380643241107464,-88.22512789487284,27.82980252440862,51.30550354719162,0.43804643452167513,0.3392857142857143,0.37272727272727274,1.77283367556468,4.14227374401095,0.460331287563181,0.02913235345217,2.33652699692291,26.45,1.44931506849315,jja,309.25,9.53004622496148,djf,Siliciclastic sedimentary rocks,0.921041771402062,Unconsolidated sediments,0.0789582285979382,0.0,0.1303,-16.1798,0.101725926420975,0.0573804118361938,0.703856141632621,0.454826335866761,1.75461068125182,0.021619746237647,0.15653641401575,7.0,2.02898550724638,16.15,11.962962962963,0.0,216.15,11,"Groesbeck Ck at SH 6 nr Quanah, TX",2.06543624161074,1.50000001490116,0.450330857743371,0.627439350518877,0.686348179445388,25.7879663269247,26.3556197368069,46.9209586677677,0.0,0.0,1.4344645070654,34.35452,-99.74037,497.04,6.82082,828.36,830.71,0.0012,0.833215154916569,0.552666652744231,0.374394954906342,0.168235660309998,0.999999999999889,    Grasslands,0.119999999999987,1.49999999999983
